Please select your gender.,Please enter your current age.,How long is the Korean language learning period?,Where did you learn Korean? (Multiple choices possible),"If you selected 'Self-study', how did you learn Korean? (Multiple selections possible)",Have you ever taken the TOPIK exam?,How many times did you take the exam in total?,What is the most recent TOPIK you took?,What is the most recent TOPIK grade you took?,What is your purpose for taking the exam? (Multiple choices possible),Have you ever seen past TOPIK exam questions?,How did you study the past exam questions?,exam_time_sufficiency,question_count_rating,"	question_diversity_rating",instruction_clarity_score,listening_appropriateness_score,reading_appropriateness_score,writing_appropriateness_score,speaking_assessment_score,Please feel free to write down any suggestions you have regarding the exam.,
female,27,Less than 6 months,university,"Korean language learning books, help from Korean friends, online Korean content, Korean language learning applications",does not exist,,,,,there is,Korean language learning book,,5,4,1,,5,1,3,"doesn't exist",
female,22,Less than 6 months,love of learning,Korean language learning application,there is,1,TOPIK PBT,TOPIK II,Check your Korean skills,does not exist,,4,4,4,3,,3,3,,"",
female,24,6 months to 1 year,"Universities, Korean Education Centers",,there is,More than 5 times,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,2,5,,3,4,3,3,1,"",
female,30,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center",Korean online content,there is,1,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",does not exist,,,4,4,3,3,3,4,,"doesn't exist",
female,35,Less than 6 months,"Universities, Korean Education Centers",,there is,I did it about four times.,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, marriage and migration, employment",,,2,3,5,3,3,3,3,4,"doesn't exist",
female,25,more than 2 years,"Universities, Korean Education Centers",Korean language learning book,there is,No. 1,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,3,3,5,3,3,3,3,1,"The listening and reading tests have a large number of questions, and since the topics of each question are different, it can be difficult to keep up if you are not familiar with the question types in advance and the breaks in between are short.",
female,20,more than 2 years,"Universities, Korean Education Centers",,does not exist,,,,,does not exist,,,,,,,,,,"",
female,28,1 year 6 months to less than 2 years,university,"Korean language learning books, Korean online content",does not exist,,,,,there is,TOPIK Homepage,2,3,,5,3,3,3,,"",
female,22,6 months to 1 year,"Self-study, Korean Education Center, Sejong Institute",,there is,I don't remember several times.,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,4,3,4,3,3,4,,
female,44,1 year 6 months to less than 2 years,Korean Education Center,"Korean online content, Korean learning application",does not exist,,,,,does not exist,,,,,,,,,,"",
male,25,6 months to 1 year,university,,there is,Number 2,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,,,,3,3,4,"",
male,30,1 year to less than 1 year and 6 months,university,"Korean language learning books, Korean online content",there is,5,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",does not exist,,1,4,,5,4,1,2,3,"",
female,26,1 year to less than 1 year and 6 months,university,"Korean language learning books, Korean online content",there is,No. 1,TOPIK PBT,TOPIK II,Check your Korean skills,,,,5,3,,3,3,4,4,"",
female,33,6 months to 1 year,"Self-study, Korean Education Center",Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
female,24,6 months to 1 year,"Self-study, university, Korean Education Center",Korean language learning book,there is,1,TOPIK PBT,TOPIK I,Check your Korean skills,does not exist,,4,4,4,3,4,4,,2,"",
female,33,more than 2 years,"Self-study, Korean Education Center, Sejong Institute",Korean online content,there is,5,TOPIK PBT,TOPIK II,Study in Korea,,,,3,4,4,3,5,4,,"",
female,31,more than 2 years,Korean Education Center,Korean language learning application,does not exist,,,,,does not exist,,,,,,,,,,"",
female,25,6 months to 1 year,"Self-study, university, Korean Education Center",Help from a Korean friend,there is,Double,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,1,3,5,4,4,4,3,4,"",
female,45,6 months to 1 year,university,,there is,I did a lot.,TOPIK IBT,TOPIK II,"Checking Korean language skills, employment",,,2,4,5,5,3,3,4,4,"I wish there were more exams in a year.",
female,24,1 year to less than 1 year and 6 months,university,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,"TOPIK website, Korean language learning books",3,,4,4,1,5,5,1,"",
male,25,more than 2 years,university,,there is,3rd,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,3,4,4,4,,4,5,1,"I would like to see test questions about daily life.",
male,28,Less than 6 months,university,"Korean language learning books, Korean online content, Korean language learning applications",there is,Number 2,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,2,4,5,3,3,3,3,1,"",
female,28,6 months to 1 year,university,Korean language learning application,there is,4,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,,3,4,4,3,4,3,4,"",
female,20,Less than 6 months,Korean Education Center,,does not exist,,,,,there is,TOPIK Homepage,2,3,5,5,1,4,3,3,"",
female,20,1 year to less than 1 year and 6 months,university,,there is,3,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,2,3,4,4,4,5,,5,"",
male,36,more than 2 years,Korean Education Center,"Korean language learning books, Korean language learning applications",there is,2,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,3,3,4,3,3,4,4,3,"doesn't exist",
female,26,1 year to less than 1 year and 6 months,university,"Korean language learning books, help from Korean friends, online Korean content, Korean language learning applications",there is,Number 2,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture",,,1,3,2,3,3,3,3,,"",
female,26,more than 2 years,university,Korean language learning application,does not exist,,,,,does not exist,,,,,,,,,,"",
female,35,Less than 6 months,Korean Education Center,"Korean language learning books, Korean online content",does not exist,,,,,there is,"Korean language learning books, Korean language learning apps, online content",2,,4,,4,4,4,,"",
female,39,6 months to 1 year,love of learning,,there is,No. 1,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,4,3,5,1,3,4,2,"The exam venues are inconvenient these days, so I would appreciate it if you could make it a bit more comfortable.",
female,21,1 year 6 months to less than 2 years,university,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,"TOPIK website, Korean language learning books, Korean language learning apps",4,,3,5,4,4,5,1,"",
female,22,more than 2 years,university,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,20,1 year to less than 1 year and 6 months,Sejong Institute,Korean language learning book,does not exist,,,,,there is,"Online content, help from a Korean friend",2,5,4,,4,,,3,"",
female,23,6 months to 1 year,university,,does not exist,,,,,there is,"Online content, help from a Korean friend",3,4,4,1,,,,3,"doesn't exist",
female,20,more than 2 years,Korean Education Center,Korean language learning book,does not exist,,,,,there is,"Online content, help from a Korean friend",,4,,3,,1,5,3,"",
female,26,more than 2 years,university,"Korean language learning books, Korean online content, Korean language learning applications",there is,3,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture",,,4,3,,3,3,3,4,1,"",
male,34,more than 2 years,Korean Education Center,Help from a Korean friend,there is,3rd,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,2,,5,,5,5,,2,"",
female,26,1 year to less than 1 year and 6 months,Korean Education Center,Korean language learning book,does not exist,,,,,there is,Online content,2,4,4,,4,4,4,3,"I hope to reduce the exam time.",
male,27,1 year 6 months to less than 2 years," Self-study, Korean Education Center, YouTube","Korean language learning books, help from a Korean friend",does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
female,23,6 months to 1 year,love of learning,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,20,1 year to less than 1 year and 6 months,Korean language academy,,there is,2,TOPIK PBT,TOPIK II,"Vietnamese university admission, studying in Korea, verifying Korean language skills",,,5,4,5,5,4,5,,1,"",
female,27,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center",Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"IIG'S Supervisors are not good",
female,25,6 months to 1 year,"High school, university","Korean language learning books, Korean online content, Korean language learning applications",there is,No. 1,TOPIK PBT,TOPIK II,Check your Korean skills,,,3,3,,,4,4,3,,"doesn't exist",
male,23,more than 2 years,"Self-study, Korean Education Center, Sejong Institute","Korean language learning books, Korean online content",there is,1,TOPIK PBT,TOPIK II,"Vietnamese university admission, studying in Korea, verifying Korean language skills",,,1,4,4,4,3,3,3,3,"",
female,30,Less than 6 months,"Self-study, Korean Education Center",Korean online content,does not exist,,,,,does not exist,,,,,,,,,,"",
female,24,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center","Korean online content, Korean learning application",does not exist,,,,,,,,5,3,4,3,3,3,3,"",
female,34,6 months to 1 year,"Self-study, Korean Education Center, Sejong Institute","Korean language learning books, Korean online content, Korean language learning applications",there is,1,TOPIK PBT,TOPIK II,Check your Korean skills,does not exist,,3,3,4,3,3,3,3,,"",
female,39,more than 2 years,"Universities, Korean Education Centers, Sejong Institute",Korean language learning book,there is,No. 2,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,2,4,4,,4,3,4,5,"",
female,27,more than 2 years,"Universities, Korean Education Centers",Korean language learning book,there is,4,TOPIK PBT,TOPIK II,"Vietnamese university admission, studying in Korea, verifying Korean language skills",,,2,3,4,5,4,1,1,2,"",
female,23,Less than 6 months,"Universities, Korean Education Centers",Korean language learning book,does not exist,,,,,there is,Online content,,4,,4,5,1,5,,"",
female,31,1 year to less than 1 year and 6 months,middle school,,there is,No. 1,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,2,2,5,5,3,3,4,1,"",
female,23,Less than 6 months,university,Korean language learning book,there is,99,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",does not exist,,4,3,3,3,,5,,4,"",
female,25,more than 2 years,"Self-study, Korean Education Center","Korean language learning books, Korean language learning applications",there is,7,TOPIK PBT,TOPIK II,"Vietnamese University Admission, Checking Korean Language Proficiency",,,4,,3,4,3,,,,"doesn't exist",
female,44,Less than 6 months,university,"Korean language learning books, help from Korean friends, online Korean content, Korean language learning applications",there is,I took the exam twice.,TOPIK PBT,TOPIK II,"Studying in Korea, Employment",,,1,3,5,,3,4,,4,"No questions",
male,26,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center",Korean language learning book,there is,1,TOPIK PBT,TOPIK II,Study in Korea,,,3,3,4,4,,5,,3,".",
male,28,6 months to 1 year," Korean Education Center,","Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"",
female,25,more than 2 years,"Self-study, Korean Education Center",Korean language learning application,there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,5,,,4,4,3,,1,"The exam venues are inconvenient these days, so I would appreciate it if you could make it a bit more comfortable.",
female,31,more than 2 years,university,,does not exist,,,,,does not exist,,,,,,,,,,"No questions",
